category,file_name,full_path,augment_type
hungry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,orig
hungry,3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,orig
hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477756469-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477756469-1.7-f-26-hu.wav,orig
hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,orig
hungry,5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav,orig
hungry,5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav,/kaggle/working/augmented_audio/hungry/5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757081034-1.7-m-48-hu.wav,orig
hungry,aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982075169.wav,/kaggle/working/augmented_audio/hungry/aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982075169.wav,orig
hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466393384-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466393384-1.7-f-26-hu.wav,orig
hungry,b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1432751065608-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1432751065608-1.7-f-26-hu.wav,orig
hungry,9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047362195-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047362195-1.7-f-26-hu.wav,orig
hungry,d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav,orig
hungry,045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,orig
hungry,aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav,/kaggle/working/augmented_audio/hungry/aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav,orig
hungry,6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370278-1.1-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370278-1.1-m-04-hu.wav,orig
hungry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,orig
hungry,85FAB169-4DCC-406D-AC93-2F6A8D797DAB-1437632141-1.wav,/kaggle/working/augmented_audio/hungry/85FAB169-4DCC-406D-AC93-2F6A8D797DAB-1437632141-1.wav,orig
hungry,46002244-7304-45DC-BF69-B6EC2BB25009-1436902364-1.1-f-48-hu.wav,/kaggle/working/augmented_audio/hungry/46002244-7304-45DC-BF69-B6EC2BB25009-1436902364-1.1-f-48-hu.wav,orig
hungry,4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,orig
hungry,3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav,orig
hungry,89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049868816-1.7-f-04-hu.wav,/kaggle/working/augmented_audio/hungry/89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049868816-1.7-f-04-hu.wav,orig
hungry,999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav,orig
hungry,323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,/kaggle/working/augmented_audio/hungry/323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,orig
hungry,8c66887c-8251-49fa-903b-c02d56405f58-1436856065644.wav,/kaggle/working/augmented_audio/hungry/8c66887c-8251-49fa-903b-c02d56405f58-1436856065644.wav,orig
hungry,8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856382717-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856382717-1.7-m-04-hu.wav,orig
hungry,d1e236a0-e030-4137-9030-5625026cd098-1430477951092-1.2-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/d1e236a0-e030-4137-9030-5625026cd098-1430477951092-1.2-m-04-hu.wav,orig
hungry,818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav,orig
hungry,9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047399844-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047399844-1.7-f-26-hu.wav,orig
hungry,52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav,orig
hungry,F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,orig
hungry,7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432275312750-1.7-m-48-hu.wav,/kaggle/working/augmented_audio/hungry/7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432275312750-1.7-m-48-hu.wav,orig
hungry,8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895742-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895742-1.0-m-26-hu.wav,orig
hungry,1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150.wav,/kaggle/working/augmented_audio/hungry/1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150.wav,orig
hungry,70d30513-0ec3-49e4-9976-e85785e85c2d-1431033372810-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033372810-1.7-m-04-hu.wav,orig
hungry,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846870-1.1-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846870-1.1-f-26-hu.wav,orig
hungry,8c66887c-8251-49fa-903b-c02d56405f58-1436856137837-1.7-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/8c66887c-8251-49fa-903b-c02d56405f58-1436856137837-1.7-m-26-hu.wav,orig
hungry,35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,orig
hungry,ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431155960186-1.7-f-48-hu.wav,/kaggle/working/augmented_audio/hungry/ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431155960186-1.7-f-48-hu.wav,orig
hungry,539FDD32-6326-422E-A707-FCF063D3462C-1437073534-1.wav,/kaggle/working/augmented_audio/hungry/539FDD32-6326-422E-A707-FCF063D3462C-1437073534-1.wav,orig
hungry,7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav,/kaggle/working/augmented_audio/hungry/7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav,orig
hungry,a56e2494-d2b2-480e-af0b-de9ea8f33572-1436897427825.wav,/kaggle/working/augmented_audio/hungry/a56e2494-d2b2-480e-af0b-de9ea8f33572-1436897427825.wav,orig
hungry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav,orig
hungry,be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320909516-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320909516-1.7-f-26-hu.wav,orig
hungry,F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055950-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055950-1.0-m-26-hu.wav,orig
hungry,459c3f85-5710-4efa-bcc9-8012aa1af55e-1430034880215-1.7-f-48-hu.wav,/kaggle/working/augmented_audio/hungry/459c3f85-5710-4efa-bcc9-8012aa1af55e-1430034880215-1.7-f-48-hu.wav,orig
hungry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007668-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007668-1.0-m-26-hu.wav,orig
hungry,F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012076-1.1-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012076-1.1-f-26-hu.wav,orig
hungry,9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav,orig
hungry,5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635035-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635035-1.0-m-26-hu.wav,orig
hungry,5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635047-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635047-1.0-m-26-hu.wav,orig
hungry,B0D9116D-8FA4-41AF-B626-BE508FD5CA04-1430832542-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/B0D9116D-8FA4-41AF-B626-BE508FD5CA04-1430832542-1.0-m-04-hu.wav,orig
hungry,9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav,/kaggle/working/augmented_audio/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav,orig
hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,orig
hungry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,orig
hungry,F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1.wav,/kaggle/working/augmented_audio/hungry/F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1.wav,orig
hungry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu.wav,orig
hungry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,orig
hungry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav,orig
hungry,8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,orig
hungry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,orig
hungry,035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,orig
hungry,e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav,orig
hungry,F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103974-1.wav,/kaggle/working/augmented_audio/hungry/F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103974-1.wav,orig
hungry,C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,orig
hungry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007656-1.0-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007656-1.0-m-26-hu.wav,orig
hungry,81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav,orig
hungry,EC2E1160-BC33-450A-A62D-DE2A4C0D42BB-1430039051-1.0-f-48-hu.wav,/kaggle/working/augmented_audio/hungry/EC2E1160-BC33-450A-A62D-DE2A4C0D42BB-1430039051-1.0-f-48-hu.wav,orig
hungry,1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333.wav,/kaggle/working/augmented_audio/hungry/1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333.wav,orig
hungry,B456CE9D-CBD4-43E5-899B-8B8B0483F17D-1431015486-1.0-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/B456CE9D-CBD4-43E5-899B-8B8B0483F17D-1431015486-1.0-m-72-hu.wav,orig
hungry,F24DE44B-762C-4149-AC92-96A5E57ED118-1430816936-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/F24DE44B-762C-4149-AC92-96A5E57ED118-1430816936-1.0-m-04-hu.wav,orig
hungry,5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav,/kaggle/working/augmented_audio/hungry/5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav,orig
hungry,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846797-1.1-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846797-1.1-f-26-hu.wav,orig
hungry,990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav,orig
hungry,7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432261716253-1.7-m-48-hu.wav,/kaggle/working/augmented_audio/hungry/7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432261716253-1.7-m-48-hu.wav,orig
hungry,F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu.wav,orig
hungry,edb5924c-07ba-4eaa-838b-aaf9511a219b-1431899400326-1.7-m-48-hu.wav,/kaggle/working/augmented_audio/hungry/edb5924c-07ba-4eaa-838b-aaf9511a219b-1431899400326-1.7-m-48-hu.wav,orig
hungry,3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,orig
hungry,hu-1.wav,/kaggle/working/augmented_audio/hungry/hu-1.wav,orig
hungry,999bf14b-e417-4b44-b746-9253f81efe38-1430844940177.wav,/kaggle/working/augmented_audio/hungry/999bf14b-e417-4b44-b746-9253f81efe38-1430844940177.wav,orig
hungry,D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807598-1.wav,/kaggle/working/augmented_audio/hungry/D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807598-1.wav,orig
hungry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,orig
hungry,815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,orig
hungry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735057816.wav,/kaggle/working/augmented_audio/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735057816.wav,orig
hungry,70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,/kaggle/working/augmented_audio/hungry/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,orig
hungry,0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889.wav,/kaggle/working/augmented_audio/hungry/0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889.wav,orig
hungry,999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav,/kaggle/working/augmented_audio/hungry/999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav,orig
hungry,177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav,/kaggle/working/augmented_audio/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav,orig
hungry,9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927704-1.0-f-04-hu.wav,/kaggle/working/augmented_audio/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927704-1.0-f-04-hu.wav,orig
